broad_id,BDB Target,DC Target,DRH Target,TTD Target,Merged Target
BRD-K85767870,"P2RY11, P2RY2, PRKAB1, GSK3B, ADORA1, MAP3K7, PLCB3, TRPM2","LDHA, SRC, DNPH1, TRPM4, FBP1, TRPM2","ACSL1, ACSS1, ACSS2, ADCY1, ADK, CREB1, FBP1, HINT1, PDE4B, PDE4D, PIM1, PRKAA1, PRKAB1, PRKAB2, PYGL, TRPM4","P2RY11, P2RY2, PRKAA1; PRKAB1; PRKAG1, LDHA, SRC, P2RY1, ADORA1, TRPM2, FBP1; FBP2","PRKAB1, P2RY1, GSK3B, ADK, ACSS1, FBP1; FBP2, P2RY2, ACSS2, SRC, HINT1, PRKAB2, CREB1, DNPH1, P2RY11, LDHA, PDE4D, PDE4B, ADORA1, MAP3K7, ADCY1, PLCB3, FBP1, TRPM2, PRKAA1; PRKAB1; PRKAG1, PRKAA1, ACSL1, PYGL, PIM1, TRPM4"
BRD-K00003709,"P2RX4, P2RY11, P2RY2, P2RY6, P2RY4, TRAP1, JAK2, GK, MAP3K7, P2RX2, MAPKAPK2, PPP2R5A, P2RX1, P2RY12, P2RX3","P2RX4, P2RY11, HSPA8, P2RY2, JAK2, P2RY4, TRAP1, P2RY1, GPR17, MAP3K7, MAPKAPK2, TRPM4, HSPA1A, P2RX1, P2RY13, P2RX3","ABCA1, ABCB1, ABCB11, ABCC2, ABCC8, ABCC9, ABCG1, ABL1, ABL2, ACSL1, ACSS1, ACSS2, ACVR1, ACVR1B, ACVRL1, ADCY1, ADRBK1, ADRBK2, AFG3L2, AKT1, ALK, AMHR2, APAF1, ARAF, ASNA1, ASNS, ASS1, CDK15, GPR17, ITPR1, NAE1, NT5C2, P2RY1, P2RY11, P2RY13, P2RY2, P2RY4, PRKAA1, RYR1, RYR2, RYR3, SLC25A4, TNK2, TRPM4, TRPM7","P2RX4, P2RY11, P2RY2, P2RY6, P2RY4, P2RX7, P2RX3, P2RY1, HSP90AB1, MAPKAPK2, P2RX1, P2RY12, HSP90AA1","AKT1, ASNS, ACVR1, P2RY1, RYR1, GK, ABCC2, ABCC8, AMHR2, ACSS1, AFG3L2, ASNA1, P2RX2, ACVR1B, TRAP1, HSPA1A, NAE1, P2RY2, ABCC9, ACSS2, ASS1, APAF1, ABCG1, ABCB1, ACVRL1, ITPR1, TRPM7, P2RY12, P2RX1, ALK, P2RY11, ABCA1, P2RX4, HSP90AB1, ARAF, ADCY1, NT5C2, RYR2, RYR3, ADRBK1, MAP3K7, TNK2, P2RX3, ABCB11, ABL2, PPP2R5A, HSPA8, P2RY6, P2RY4, ACSL1, PRKAA1, SLC25A4, JAK2, P2RX7, CDK15, ABL1, GPR17, MAPKAPK2, TRPM4, ADRBK2, P2RY13, HSP90AA1"
BRD-K60907894,HRH1,,CHRNA1,,"HRH1, CHRNA1"
BRD-K10656395,,,SLC22A6,,SLC22A6
BRD-K68810443,,,"ADIPOR1, ADIPOR2",,"ADIPOR1, ADIPOR2"
BRD-K39624409,KCNH2,,OPRD1,,"OPRD1, KCNH2"
BRD-K00003302,,,,,
BRD-K34870043,"HTR2B, DRD2, HTR7, DRD4",,"DRD2, HTR1A","HTR2B, HTR1A, DRD4, DRD3, HTR2A, HTR7, DRD2","HTR2B, HTR1A, DRD4, DRD3, HTR2A, HTR7, DRD2"
BRD-A90926615,,,,,
BRD-K82343404,DAO,,ADRA1A,,"DAO, ADRA1A"
BRD-K17368287,,,"HSD11B1, HSD11B2",,"HSD11B1, HSD11B2"
BRD-K77911775,GRM5,,GRM5,,GRM5
BRD-K56543881,GRM5,,GRM5,,GRM5
BRD-K40718343,"RET, KDR, FLT1, EGFR, YES1",,"EGFR, ERBB2, ERBB4, FGFR2, FGFR3, KDR","RET, KDR, FLT1, EGFR, YES1","RET, ERBB2, FGFR3, KDR, FLT1, EGFR, YES1, ERBB4, FGFR2"
BRD-K77634909,,,,,
BRD-K53205568,,,DRD2,,DRD2
BRD-K00003330,,,,,
BRD-K66175015,"BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, CHEK2, CILK1, PIM3, COQ8B, BMP2K, EPHA3, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, BMX, TNK1, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, PAK5, FGFR1, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, STK36, LTK, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, MAP4K4, LIMK2, STK38L, PKN2, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, ULK2, PTK6, MAP3K12, CHUK, CDK13, MKNK1, RAF1, VRK2, ZAP70, MKNK2, BLK, MAP3K11, CLK1, PIP4K2C, JAK2, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PIP5K1A, PRKD3, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, C8orf44-SGK3, ANKK1, PDPK1, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, GRK4, NEK6, HIPK1, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2","DYRK1B, GAK, DYRK1A, STK10, DYRK2, SBK1, PHKG2, HCK, RIPK2, AXL, FRK, SRC, PHKG1, MAPK9, CSNK1E, MKNK1, EGFR, ERBB4, STK17A, MKNK2, MAPK10, HIPK4, MAPK14, BLK, LCK, ERBB3, TXK, RPS6KA6, CIT, IRAK1, ERBB2, MET, EPHB6, FLT3, ABL1, EPHA6, MAP2K5, SLK","EGFR, ERBB2, ERBB4","EGFR, CTSC, ERBB2","BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, CHEK2, CILK1, PIM3, COQ8B, BMP2K, EPHA3, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, BMX, TNK1, DYRK1A, EPHA2, AXL, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, RIPK2, STK26, WEE2, MAPKAPK5, FRK, CDK8, PAK5, FGFR1, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, STK36, LTK, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, DYRK1B, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, LCK, TXK, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, CSNK1E, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, SRC, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, CTSC, MERTK, PIK3CD, IRAK1, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, MAP4K4, LIMK2, STK38L, PKN2, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, ULK2, PTK6, MAP3K12, CHUK, CDK13, MKNK1, RAF1, VRK2, ZAP70, MKNK2, BLK, MAP3K11, CLK1, PIP4K2C, JAK2, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PIP5K1A, PRKD3, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, C8orf44-SGK3, ANKK1, PDPK1, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, GRK4, NEK6, HIPK1, EPHB3, PRKG1, ERBB2, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2"
BRD-K04210847,"PLD2, ESRRG, UBE2N, PLD1, CYP19A1",,"ESR1, ESR2, ESRRG, PLD1, PRKCD, PRKCE, PRKCQ, PRKCZ","ESR1, CYP19A1","PLD2, PRKCD, ESR1, ESRRG, UBE2N, PLD1, ESR2, PRKCZ, CYP19A1, PRKCE, PRKCQ"
BRD-K69247067,,,,,
BRD-K23791635,,,,,
BRD-K37793595,,,,,
BRD-K47816470,SORT1,,SORT1,,SORT1
BRD-K08310154,CISD1,,IGF1R,,"IGF1R, CISD1"
BRD-K00615600,GSK3B,,PARP1,,"GSK3B, PARP1"
BRD-K47105409,"EGFR, JAK3, JAK2, JAK1",,"EGFR, JAK2, JAK3","ERBB2, JAK2, TDP1, JAK1, EGFR","ERBB2, JAK3, JAK2, TDP1, JAK1, EGFR"
BRD-K34428485,"ALPL, JAK2, NR5A1, EGFR, HSP90AA1",,CDK2,,"ALPL, JAK2, NR5A1, CDK2, EGFR, HSP90AA1"
BRD-K81048131,"EGFR, ADRA1A",,,,"EGFR, ADRA1A"
BRD-A56371469,,,IDH1,,IDH1
BRD-K04691817,,,IDH2,,IDH2
BRD-A78111609,,,METAP2,,METAP2
BRD-K49738308,SLC22A1,,"ADRA2C, ASIC3, CACNA1B, CHRNA1, GRIN1, KCNJ1, NISCH",,"KCNJ1, ADRA2C, SLC22A1, GRIN1, CHRNA1, ASIC3, CACNA1B, NISCH"
BRD-A18074780,,,NISCH,,NISCH
BRD-K70262971,,,"RXRA, RXRB, RXRG",,"RXRB, RXRG, RXRA"
BRD-K32533226,"CYP2C19, CYP3A4, CYP2C9",,RARA,"CYP2D6, RARA, CYP3A4, CYP2C9","CYP2D6, CYP2C19, CYP2C9, RARA, CYP3A4"
BRD-K84698278,"HTR2B, MTNR1B, ABCC3, HTR2C, ABCC4, MTNR1A","HTR2B, MTNR1B, HTR2C, HTR2A, MTNR1A","HTR2A, HTR2B, HTR2C, MTNR1A, MTNR1B","ABCB11, MTNR1B, HTR2C, ABCC2, MTNR1A, ABCC4","HTR2B, ABCB11, HTR2C, MTNR1B, ABCC3, ABCC2, HTR2A, ABCC4, MTNR1A"
BRD-K91495480,PPARG,"PPARA, PPARD, PPARG",,,"PPARA, PPARD, PPARG"
BRD-K10852420,,,FFAR4,,FFAR4
BRD-A64808605,,,ADRA1B,,ADRA1B
BRD-K59339270,"PTGER4, SLCO2A1, PTGER2, HPGDS, PTGIR",,"PTGDR, PTGER1, PTGER2, PTGER3","PTGDR, PTGER4, PTGER1, PTGER2, PTGIR, PTGER3","PTGDR, PTGER4, SLCO2A1, PTGER1, PTGER2, HPGDS, PTGIR, PTGER3"
BRD-K89899948,,,CBFB,,CBFB
BRD-K85139301,TNK2,,TNK2,,TNK2
BRD-K00005347,,,,,
BRD-K76677554,"DRD2, DRD4",,"DRD2, DRD3, DRD4",,"DRD2, DRD4, DRD3"
BRD-K09143580,"SIRT2, SIRT1",,SIRT2,,"SIRT2, SIRT1"
BRD-K54907283,"PTGS2, ALOX15B, PIN1, PTGES, ALOX5",,ALOX5,"PTGS2, PREP, PIN1, PTGES, ALOX5","PTGS2, ALOX15B, PREP, PIN1, PTGES, ALOX5"
BRD-K26807903,,,,,
BRD-K44731351,"RET, MAPK13",,MAPK14,,"MAPK14, MAPK13, RET"
BRD-K51784806,,ACE,ACE,,ACE
BRD-K80403280,,,,,
BRD-K96029467,,,,,
BRD-A33317514,SLC36A1,,,,SLC36A1
BRD-K00004718,,,,,
BRD-K53731810,,,STAT3,,STAT3
BRD-K01826783,,,SLC6A4,,SLC6A4
BRD-K42140276,,,GNRH1,,GNRH1
BRD-K79131256,"ABCC3, CYP2C19, CYP2C9, ABCC4, CYP3A4",,"TUBA1A, TUBB, TUBB4B","ABCB11, CYP2D6, ABCC2, CYP2C9, ABCC4, CYP3A4","ABCB11, ABCC3, TUBB, CYP2C19, CYP2D6, CYP2C9, ABCC2, TUBA1A, ABCC4, TUBB4B, CYP3A4"
BRD-A67060370,,,,,
BRD-K01825118,,,ADRB2,,ADRB2
BRD-K55991142,,HRH1,HRH1,,HRH1
BRD-K47492008,,"PTGS1, PTGS2",PTGS1,,"PTGS1, PTGS2"
BRD-A17407635,,,"CYP3A4, NR3C1, SERPINA6",,"NR3C1, SERPINA6, CYP3A4"
BRD-A84907376,,,"CHRM1, CHRM2, CHRM3, CHRM4, CHRNA7",,"CHRM3, CHRNA7, CHRM1, CHRM4, CHRM2"
BRD-K06890060,,,ALDH2,,ALDH2
BRD-K68928792,,,TOP2A,,TOP2A
BRD-K11267252,"ALK, RET, MET, SRPK1, KDR, SRPK2","ALK, RET, SRPK1, KDR, ROS1","ALK, MET","ALK, RET, MET, SRPK1, KDR, KCNH2, ROS1, KIT","ALK, RET, MET, SRPK1, KDR, KCNH2, SRPK2, ROS1, KIT"
BRD-K75527158,"ACHE, GGPS1, FDPS","FNTB, FDPS","ATP6V1A, FDPS, PTPN4, PTPRE, PTPRS",,"ACHE, FNTB, PTPN4, ATP6V1A, PTPRE, GGPS1, PTPRS, FDPS"
BRD-A42335949,,,PTPMT1,,PTPMT1
BRD-K49522529,,"VDR, SLC6A2","CYP27B1, VDR",,"CYP27B1, VDR, SLC6A2"
BRD-K51751936,,,,,
BRD-K01826519,,,"ADRA1A, ADRA1B, ADRA1D, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",,"ADRA1B, ADRA1D, SCN11A, SCN2A, SCN7A, SCN8A, SCN9A, ADRA1A, SCN3A, SCN10A, SCN1A, SCN5A, SCN4A"
BRD-K00005348,,,,,
BRD-K60102752,,,,,
BRD-K01827280,,,HRH1,,HRH1
BRD-K00004709,,,,,
BRD-K75295174,"AURKB, GABRA1, AURKA",,AURKA,"LCK, AURKB, GABRA1, AURKA","AURKB, AURKA, LCK, GABRA1"
BRD-K30020243,REN,"ABCB1, CYP3A4, REN",REN,,"ABCB1, CYP3A4, REN"
BRD-K00003135,"ABCG2, PPIA, PPIB",,,,"ABCG2, PPIA, PPIB"
BRD-K00003607,,,,,
BRD-K73191876,"MCL1, CYP1B1",,,,"MCL1, CYP1B1"
BRD-A96407378,,,,,
BRD-A60402836,,,"TRPA1, TRPV1",,"TRPA1, TRPV1"
BRD-K86307448,"XDH, ABCC3, DUSP1, ABCC4, CYP3A4","HPRT1, XDH",XDH,"ABCB11, ABCC4, XDH, ABCC2","ABCB11, XDH, ABCC3, ABCC2, HPRT1, DUSP1, ABCC4, CYP3A4"
BRD-K00004728,,,,,
BRD-K12872829,,,"ESR1, PGR, SLC6A9",,"ESR1, PGR, SLC6A9"
BRD-K33219225,"TRPV1, MIF",,TRPA1,"MIF, TRPA1, TRPV1","TRPA1, TRPV1, MIF"
BRD-K89634775,,,,,
BRD-K82677201,,,ATP1A1,,ATP1A1
BRD-K84810405,"HCRTR2, HCRTR1",,"HCRTR1, HCRTR2",,"HCRTR2, HCRTR1"
BRD-K67601717,,"HTR1F, HTR1B, HTR1D","HTR1B, HTR1D",,"HTR1F, HTR1B, HTR1D"
BRD-K04851519,"ACHE, ALPL, ALPI, P2RY12, ALPG",,CASP8,"ACHE, P2RY12, Viru rep, EPHX2","ACHE, ALPL, EPHX2, CASP8, Viru rep, ALPI, P2RY12, ALPG"
BRD-K83003151,"FAP, DPP7, DPP8, DPP9, DPP4",DPP4,DPP4,"FAP, CYP2D6, PREP, DPP7, DPP8, DPP9, CYP2C9, DPP4, CYP3A4","FAP, CYP2D6, PREP, DPP7, DPP8, DPP9, CYP2C9, DPP4, CYP3A4"
BRD-K02074536,,,,,
BRD-K96391852,,,,,
BRD-K46742498,"SENP8, HTR3A, CYP3A4, KCNH2","HTR2B, HTR3A, CYP1A2, KCNH2",HTR3A,"HTR3A, CYP2D6, CYP2B6, CYP2C9, KCNH2, CYP3A4","HTR2B, HTR3A, CYP2D6, CYP2B6, CYP2C9, SENP8, KCNH2, CYP1A2, CYP3A4"
BRD-K00004697,,,,,
BRD-K91188791,"CTSG, CAPN1",,CTSG,"CTSG, CAPN1","CTSG, CAPN1"
BRD-K54997624,"TP53, MTOR, ATR, PIK3C3, PIK3CA, PIK3CD, PIK3CG, CYP3A4, PIK3CB","PIK3CD, PIK3CG, PIK3CA, PIK3CB","PIK3CA, PIK3CB, PIK3CD, PIK3CG","PRKDC, TP53, MTOR, ATR, PIK3CA, PIK3CD, PIK3CG, ATM, CYP3A4, PIK3CB","TP53, PRKDC, MTOR, ATR, PIK3C3, PIK3CA, PIK3CD, PIK3CG, ATM, CYP3A4, PIK3CB"
BRD-K72536715,,,HMGCR,,HMGCR
BRD-K87424134,"PYGL, PYGM",,,,"PYGL, PYGM"
BRD-K00005238,,,,,
BRD-K33396764,"ATG4B, PLA2G1B, CYP19A1, F3, PPARG","PPARA, FABP3, F3, PTGS1, FFAR1, CYP19A1, PPARD, PPARG","ELOVL4, FADS1, FADS2, FFAR1, FFAR4, PTGS2, SLC8A1, TRPV1","PPARA, NR1I2, FFAR4, PTGS1, FFAR1, CYP19A1, PPARD, PPARG","PTGS2, ATG4B, FADS1, SLC8A1, PPARA, FABP3, NR1I2, FADS2, FFAR4, PTGS1, ELOVL4, FFAR1, PLA2G1B, PPARD, TRPV1, CYP19A1, F3, PPARG"
BRD-K80028314,"HRH4, HRH3",,HRH3,,"HRH4, HRH3"
BRD-K28308851,"HRH4, PTAFR, HRH3",,HRH3,,"HRH4, PTAFR, HRH3"
BRD-K01826806,,,"HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR4",,"HTR2B, HTR1E, HTR2C, HTR2A, HTR4, HTR1D, HTR1F"
BRD-A82892199,,,,,
BRD-A61850409,,,,,
BRD-K66896751,"TSPO, ALB","TSPO, ABCB11, GABRA1",GABRA1,"TSPO, ABCB11","TSPO, ABCB11, GABRA1, ALB"
BRD-K01825817,"ADRB2, ADRB1",,"ADRB1, ADRB2",,"ADRB2, ADRB1"
BRD-K52459643,"PTGIR, ABCC4, ABCC3","CATSPER1, CATSPER4, CATSPER2, PTGDR, PTGER4, CATSPER3, PTGER1, PTGER2, PTGIR, PTGER3","CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGER1, PTGER2, PTGER4, PTGIR","ABCB11, PTGIR, ABCC4, ABCC2","CATSPER1, ABCB11, CATSPER4, CATSPER2, PTGDR, ABCC3, CATSPER3, PTGER4, PTGER1, ABCC2, PTGER2, PTGIR, ABCC4, PTGER3"
BRD-K35498378,,,AKR1B1,,AKR1B1
BRD-K21415491,,,,,
BRD-K00004605,,,,,
BRD-K00610438,"DRD2, HTR2C",,HTR2A,"DRD2, HTR1A, HTR2A, HTR2C","HTR2C, HTR1A, HTR2A, DRD2"
BRD-A56675431,,,,,
BRD-K52681925,"CHRNA4, CHRNA3, CHRFAM7A, CHRNA2",,"CHRNA4, CHRNB2",,"CHRNB2, CHRNA4, CHRNA2, CHRFAM7A, CHRNA3"
BRD-K78627070,"KDR, MET, TEK",,"KDR, MET, TEK","MET, KDR, NTRK1, NTRK2, NTRK3, TEK","MET, KDR, NTRK1, NTRK2, NTRK3, TEK"
BRD-K50276048,,,PGR,,PGR
BRD-K67043667,"FPR1, FPR2",CYP1A2,,,"FPR1, CYP1A2, FPR2"
BRD-K89055274,"FPR1, PLIN5, FPR2, HNF4A, PLIN1",,HTR1A,,"FPR1, HTR1A, HNF4A, PLIN5, FPR2, PLIN1"
BRD-K83988098,,,HSP90AA1,,HSP90AA1
BRD-K07857022,"OPRM1, ABCC3, CACNA1C, OPRD1, KCNH2, KCNE1, ABCC4","OPRM1, OPRD1, OPRK1","OPRD1, OPRK1, OPRM1","ABCB11, OPRM1, CACNA1C, ABCC2, OPRK1, OPRD1, KCNH2, ABCC4, SCN5A","ABCB11, OPRM1, ABCC3, CACNA1C, OPRK1, ABCC2, OPRD1, KCNH2, KCNE1, ABCC4, SCN5A"
