broad_id,Target
BRD-K00003656,"ALOX5, PPARG, PTGS1, PTGS2"
BRD-K00003411,
BRD-A17462676,"ADRB2, BCHE"
BRD-K07442505,BAX
BRD-K47049295,OPRL1
BRD-K00003159,TOP2A
BRD-K31928526,"AURKA, AURKB"
BRD-K63923597,AURKB
BRD-K20545304,"NOS2, PPARG"
BRD-K69694239,"PPARG, STAT3"
BRD-K53581288,"JAK1, JAK2"
BRD-K67760597,
BRD-K78781788,
BRD-K26362911,
BRD-K62387885,GRM5
BRD-K00003221,
BRD-K00003148,
BRD-K82818427,"ADAM28, ADAMTS5, MMP12, MMP16, MMP2, MMP8"
BRD-K79595931,HRH3
BRD-K01826533,BAX
BRD-A05457250,
BRD-K14329163,CACNA1C
BRD-K44471774,
BRD-K15025317,RELA
BRD-K48684885,NFKBIA
BRD-K00003533,
BRD-K00003359,
BRD-K00003422,
BRD-K22379844,
BRD-K32033120,"GUCY1A3, GUCY1B3"
BRD-K32952627,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K86932920,PDE2A
BRD-K53281329,SYK
BRD-K00005331,
BRD-A11731518,
BRD-K70463136,HIF1A
BRD-K00003357,
BRD-K00003143,
BRD-K90195324,"ESR1, ESR2"
BRD-K66830666,ZNF215
BRD-K14646328,PLAU
BRD-K23672206,
BRD-K66541497,TRPV1
BRD-K90472149,CFD
BRD-K17008822,
BRD-K36864847,SIGMAR1
BRD-K29668683,SIGMAR1
BRD-A24429032,ADRA1A
BRD-K00003291,
BRD-K00003128,
BRD-K44824027,
BRD-A73385064,"NR3C1, SERPINA6"
BRD-K97810537,"GPR97, NR3C1"
BRD-K90817094,
BRD-K99077012,
BRD-K58319700,PSEN1
BRD-K73425385,
BRD-K17743125,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"
BRD-K00003245,
BRD-K00003160,
BRD-K14993104,GABRA1
BRD-K00004211,"HTR3A, HTR3B"
BRD-A92974210,
BRD-K63177377,ACLY
BRD-K85030058,
BRD-K00004531,
BRD-K49807096,ACE
BRD-K17068645,
BRD-K19515365,"PTGS1, PTGS2"
BRD-K60379054,
BRD-A80017228,"SLC12A1, SLC12A3"
BRD-K13473780,
BRD-K00003672,HMGCR
BRD-K33903083,"CYP1A1, CYP1A2, CYP2B6, CYP3A4, ESR1, MMP1, SULT2A1, UGT1A1"
BRD-K05319475,AGER
BRD-K97181463,"CACNA1C, CACNA1G"
BRD-K79425933,DRD2
BRD-K01826024,SCN5A
BRD-A61194565,DDC
BRD-K58794715,HPN
BRD-K88553858,
BRD-K34234316,
BRD-K87158025,"ASIC1, PKD2L1, SCNN1A, SCNN1B, SCNN1D, SCNN1G, SLC8A1"
BRD-K11717138,ABCC1
BRD-A98083480,
BRD-K72723676,SCN10A
BRD-K56156805,
BRD-K55160477,
BRD-K75466013,SCN10A
BRD-A45929034,
BRD-K26556907,
BRD-K53397409,"DAO, HRSP12, PRDX5, RAB9A"
BRD-A55748233,CES1
BRD-K91699951,SCN5A
BRD-K18772613,CHRNA1
BRD-K33219230,"CCKAR, CCKBR"
BRD-K70327191,
BRD-K59986511,
BRD-K20431737,
BRD-K21450440,CA2
BRD-K68804560,"CHRM1, HRH1, SLC6A3"
BRD-K28542495,
BRD-K98494274,
BRD-K52072429,LIPE
BRD-K80253852,
BRD-K23403298,
BRD-K11576103,
BRD-K55191674,
BRD-K47878171,
BRD-K98624455,HRH1
BRD-A91008255,KCNQ4
BRD-K14796088,LDLR
BRD-K12968785,
BRD-K04176066,"IL1B, TNF"
BRD-K10196357,
BRD-K72735080,
BRD-K38687824,APP
BRD-K74225533,
BRD-K87349602,"GABRA1, GABRG2"
BRD-K21045639,"MMP2, MMP9"
BRD-K95110148,"OPRD1, OPRK1, OPRM1"
BRD-K39061174,
BRD-M02899238,MTOR
BRD-A41387824,HCAR2
BRD-K28061410,TOP1
BRD-K21164796,
BRD-K91315211,"HRH1, HRH3"
BRD-K12014493,
BRD-K39188321,NR3C1
BRD-K00025439,NR3C1
BRD-K00004736,
BRD-K58148589,NR3C1
BRD-K00005349,
BRD-K34032314,NR3C1
BRD-K82142815,
BRD-K01825592,"ADRB1, ADRB2"
BRD-K20075662,HRH2
BRD-K00003637,"CHRM1, CHRM2, CHRM3, CHRM4"
BRD-K00004305,GLP1R
BRD-K45275534,KCNH2
BRD-K45401373,GPBAR1
BRD-K01825622,
BRD-K00004680,
BRD-K16898998,
BRD-K00003246,
BRD-K92441787,"RXRA, RXRB, RXRG"
BRD-K46018455,"PPARA, PPARD, PPARG"
BRD-K00003368,
BRD-K00003393,
BRD-K29415052,"MTOR, PIK3CA, PIK3CB, PIK3CG"
BRD-K95603879,ATP2A1
BRD-A81370665,"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6"
BRD-K53422148,
BRD-K64890080,"BRD4, PLK1, PLK2, PLK3"
BRD-K00003120,
BRD-K73982490,MAPK8
BRD-K37492701,"AURKA, AURKB, AURKC, MAP2K1, MAP2K2"
BRD-K00004735,
BRD-A80321291,
BRD-K43927145,"CALCA, CALCRL, RAMP1"
BRD-K04623885,TERT
BRD-K49294207,EGFR
BRD-K70914287,"EGFR, ERBB2"
BRD-A29485665,AR
BRD-K00004299,
BRD-K00003247,
BRD-K84363966,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, KCNN1"
BRD-K19094907,
BRD-K16546375,"HSPA1A, HSPB1"
BRD-K18779551,"MAOA, MAOB"
BRD-K26581543,
BRD-A94543220,
BRD-K51967704,HSP90AA1
BRD-K51937257,HRH1
BRD-K32039267,"GLRA1, GLRA2, GLRB, HTR3A, HTR3B"
BRD-K00003616,"AKR1C3, PTGER1, PTGER3, PTGFR"
BRD-K00004300,HTR4
BRD-K00004296,GRM2
BRD-K36467523,"CCL2, CCL7, CCL8"
BRD-K82244583,"MAP2K1, MAP2K2"
BRD-K03399463,"ITGA4, ITGB1"
BRD-K21318844,"ITGA4, ITGB1"
BRD-K89210380,"ACACA, ACACB, HLCS, MCCC1, MCCC2, PC, PCCA, PCCB, SLC5A6"
BRD-K47690382,CTSC
BRD-K01824983,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
BRD-K71221037,"BIRC2, XIAP"
BRD-K64880136,ICAM1
BRD-K16180792,PTPN1
BRD-K39987650,
BRD-K00003395,
BRD-K06543683,"AKT1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SIRT1"
BRD-M56276249,
BRD-M02179497,
BRD-K01666936,
BRD-K65978409,NOS1
BRD-K80528473,
BRD-K00228584,
BRD-A89175223,ADRB1
BRD-K41494493,"AR, ESR1, ESR2, ESRRG, PPARG"
BRD-K39120595,"ESR1, ESR2, MCL1"
BRD-K13756951,"SLC6A5, SLC6A9"
BRD-K77548206,
BRD-K73504359,F2
BRD-K26818574,"EHMT1, EHMT2"
BRD-K20290250,MAP2K5
BRD-K73368362,"MAP2K5, MAPK7"
BRD-K75282704,
BRD-A75817871,"MYH14, MYH2"
BRD-K61295575,
BRD-K00004533,
BRD-K00003588,
BRD-K25943794,"DRD2, HTR2A"
BRD-K72898849,FGFR4
BRD-K83157152,
BRD-K94379058,CNR2
BRD-K42624714,
BRD-K15119094,CCR2
BRD-K56509348,EDNRA
BRD-K95609758,KCNMA1
BRD-K01231377,
BRD-K00004634,
BRD-K00003203,
BRD-K62814476,"CDK1, CDK2"
BRD-K02950022,
BRD-K87956243,FABP4
BRD-K13566078,"CHUK, IKBKB"
BRD-K43389698,"CDK2, CDK7, CDK9"
BRD-K22000702,MC1R
BRD-K34581968,"AKT1, CCNE1, CDK2, CYP3A4, ERBB2, IGF1R, KDR, LCK, MAPK1, MET, PDGFRA, PDGFRB"
BRD-K56932272,"IMPDH1, IMPDH2"
BRD-K00003168,
BRD-K20093108,"ITGAL, ITGB2"
BRD-K07106112,"EGFR, ERBB2, ERBB4"
BRD-K97883416,
BRD-K00004550,
BRD-K25991633,RXRA
BRD-K85649978,ICAM1
BRD-K76239644,"EGFR, ERBB2, FLT3, KDR"
BRD-K49555808,
BRD-K13049116,"AKT1, IGF1R"
BRD-K00004655,
BRD-K40738845,"AXL, MERTK, MET, MST1R, TYRO3"
BRD-K00003305,
BRD-K55773932,
BRD-K00003512,
BRD-K81026553,"KDR, MET"
BRD-K33245965,SMO
BRD-K12511835,"CDC7, PIM1"
BRD-K29343434,
BRD-K00003189,
BRD-K00004721,
BRD-K22316123,
BRD-K00004586,LPAR1
BRD-K00004591,
BRD-K00003423,
BRD-K00003110,
BRD-K00003418,
BRD-A15435692,HTR1A
BRD-K84895041,PTGIR
BRD-K31054881,"ADRA1A, ADRA1B, ADRA1D, HTR1A"
BRD-K20468903,
BRD-K18722736,"OPRD1, OPRK1, OPRM1"
BRD-A09735281,"CMA1, CTSA, CTSF, CTSK, CTSL, CTSS"
BRD-K34149328,
BRD-K01825685,
BRD-A41385909,
BRD-K50122911,
BRD-K88510285,"PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA"
BRD-K00003111,
BRD-K74763371,"EDNRA, EDNRB"
BRD-K99964838,"ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK"
BRD-K45479396,HTR1A
BRD-K17378184,"ADRA1A, ADRA1D, ADRA2A, DRD1, DRD2, DRD3, DRD4, HTR1A, HTR2B"
BRD-K00003554,EDNRA
BRD-K02490038,EDNRB
BRD-A40257118,"RALA, RALB"
BRD-K72264770,EHMT2
BRD-K15107389,"RPS6KA1, RPS6KA2, RPS6KA3"
BRD-K89329876,KIF11
BRD-K77841042,"ARF1, CYTH2"
BRD-K06328344,"MC1R, MC2R, MC3R, MC4R, MC5R"
BRD-K96123349,DHODH
BRD-K96936751,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6"
BRD-K49669424,ATP1A1
BRD-K00911143,DRD2
BRD-K05531427,CCND1
BRD-K56981171,"ALK, EGFR"
BRD-K60348325,
BRD-K68264559,"ADRA2A, ADRA2B, ADRA2C"
BRD-K00004672,
BRD-K74913225,"CA1, CA12, CA14, CA2, CA4, CA5A, CA7"
BRD-K28428262,"CYP3A4, FGFR1, FLT1, KCNH2, KDR"
BRD-K57187269,FGFR3
BRD-A63675168,
BRD-K01826777,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6"
BRD-A57806482,LPL
BRD-K07507905,"ADRB1, ADRB2, ADRB3"
BRD-K01825677,"ADRA2A, ADRA2B, ADRA2C"
BRD-K84266862,"PDE7A, PDE7B"
BRD-A37347161,OPRK1
BRD-K17868609,"HTR1E, HTR1F"
BRD-K76021681,RYR1
BRD-K86358349,
BRD-K17874929,
BRD-K47679368,"PTGS1, PTGS2"
BRD-K47631482,
BRD-K50490982,
BRD-K00003522,
BRD-K14496212,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR6, HTR7"
BRD-K73642618,DRD2
BRD-K44665581,
BRD-K78643075,DRD2
BRD-K01825159,HRH1
BRD-K33457401,
BRD-K17500877,
BRD-K36222532,
BRD-A08316590,ADRB2
BRD-K79095980,
BRD-K23301018,
BRD-A36057565,
BRD-K68077509,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
BRD-K31313613,CDK7
BRD-K00003444,
BRD-K37933329,ATP5F1
BRD-K89000287,KIF18A
BRD-K00003437,
BRD-K64178227,
BRD-A68304895,"SLC6A2, SLC6A3, SLC6A4"
BRD-K00010938,
BRD-A65793993,GABBR1
BRD-K01492390,"ITGA2, ITGB1"
BRD-A53037217,
BRD-K55344148,"MAOA, MAOB"
BRD-K11696279,
BRD-A88684804,
BRD-K24697665,
BRD-A94624445,PRKACA
BRD-A91444184,HRH1
BRD-A34299591,NR3C1
BRD-K18324993,GRIN1
BRD-K36660044,"HDAC10, HDAC6"
BRD-K19462402,ADRA1A
BRD-K38197229,"CFTR, GPR35, SLC12A1, SLC12A2, SLC12A4, SLC12A5"
BRD-K35034482,ADRA1A
BRD-K42191735,"PIK3CA, PIK3CG"
BRD-A07947329,
BRD-A36267905,ADRB2
BRD-K51700582,ADRB1
BRD-K00003636,"KCNA5, SCN10A"
BRD-A48420483,"ADRB1, ADRB2, ADRB3"
BRD-K01826729,"SLC6A2, SLC6A3"
BRD-K30360804,
BRD-K00003161,
BRD-K93461745,"DRD2, HTR1A"
BRD-K23204545,
BRD-K40581315,TPP2
BRD-K99622919,
BRD-K20620780,"DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR2A"
BRD-K71350836,"CHRNA4, CHRNA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2"
BRD-K27217864,
BRD-K00004715,
BRD-K17497770,ACE
BRD-K90630139,SQLE
BRD-A47706533,GCLM
BRD-A46136514,
BRD-K01824994,
BRD-A27274504,
BRD-K08287586,
BRD-K93035859,
BRD-K53153417,CA2
BRD-K02260986,
BRD-A59378440,KCNK2
BRD-K01825841,
BRD-K56115039,
BRD-K28965160,
BRD-K01742705,HSD17B1
BRD-K68567222,"PTPN1, PTPN11, PTPN2"
BRD-K80194255,ALOX5
BRD-A55946879,ALOX5
BRD-K00003548,"OPRD1, OPRM1"
BRD-K00004593,
BRD-K74990253,OPRD1
BRD-K07061232,MAOA
BRD-K01826747,"HTR2A, HTR2B, HTR2C"
BRD-K47983010,"CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1"
BRD-K49669041,"CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1"
BRD-K61665160,PARP1
BRD-K98179423,CCR4
BRD-K72462751,PRKCA
BRD-K15337272,
BRD-K00003511,
BRD-K41504985,
BRD-K54028654,
BRD-K10384176,"TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8"
BRD-K86882815,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR7"
BRD-K76819217,
BRD-K51544265,"KDR, MET, RET"
BRD-A90751343,CLCA1
BRD-K00003370,
BRD-A78134170,
BRD-K46741531,
BRD-K09900591,"ALOX5, MIF"
BRD-K96188950,RELA
BRD-K02404261,"ADORA1, ADORA2A, ADORA2B, ADORA3, ATM, ITPR1, ITPR2, ITPR3, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PIK3CA, PIK3CB, PIK3CD, PRKDC, RYR1, RYR2, RYR3"
BRD-K77175907,VDR
BRD-K56429665,VDR
BRD-K00005332,
BRD-K27316855,VDR
BRD-K35952844,
BRD-K97009491,
BRD-K19811997,CASR
BRD-K26134695,
BRD-K23248433,MLNR
BRD-K35772771,"AKT1, CAMK2A, CAMK4, MYLK"
BRD-K00004732,
BRD-K43806473,PRSS1
BRD-K10034334,
BRD-K15714472,TRPV1
BRD-K37890730,TOP1
BRD-A91733352,
BRD-K90868879,"SLC5A1, SLC5A2"
BRD-K84091759,AGTR1
BRD-A65671304,
BRD-A37348498,
BRD-K50168500,"AKT1, EGFR, ERBB2, ERBB4"
BRD-K00004669,
BRD-K81644801,NR3C2
BRD-K80684056,
BRD-K97025174,ADORA1
BRD-K61192372,TYMS
BRD-K04282412,
BRD-K00005140,
BRD-K00003188,
BRD-K35170555,
BRD-K50590187,"CFTR, TRPV1"
BRD-K44849676,"TRPV1, TRPV4"
BRD-K81645907,
BRD-A79857384,
BRD-K54529596,"ACE, LTA4H, MMP2, MMP9"
BRD-K62790656,RRM1
BRD-K59895502,"CHRM1, CHRM2"
BRD-A50675490,"ADRB1, ADRB2, ADRB3"
BRD-K75037734,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2"
BRD-K56735750,
BRD-K71799949,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"
BRD-K54208592,
BRD-K94848716,
BRD-A11070335,
BRD-K12906202,"TP53, TUBB"
BRD-A13078313,
BRD-K12765235,"GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, HSD11B1, PANX1, PANX2, PANX3"
BRD-K06181161,CHRM2
BRD-K56107812,OXTR
BRD-K78712176,DDC
BRD-K87156652,TPO
BRD-K01826745,HRH1
BRD-K90947825,
BRD-K68408772,CXCL8
BRD-K23533833,AGTR1
BRD-K26530649,
BRD-K99174507,
BRD-K50905564,CTNNB1
BRD-K49554218,HRH1
BRD-K15179879,"PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9"
BRD-K60240222,CPS1
BRD-K90215590,NQO2
BRD-K21670884,SLC9A1
BRD-K57764956,"DRD2, DRD3"
BRD-K11630072,TYMS
BRD-K25095405,ADRB2
BRD-K82484965,DRD2
BRD-K36234266,GSR
BRD-A89594340,
BRD-A96051074,
BRD-K70161083,
BRD-K92129045,"MAOA, MAOB"
BRD-A17411484,PTGS2
BRD-K13238618,
BRD-A42167015,"ADRB1, ADRB2, ADRB3"
BRD-K71026158,
BRD-K01826535,"ADRB1, ADRB2, ADRB3"
BRD-K09295674,"CA1, CA12, CA14, CA2, CA6, CA9"
BRD-K12413266,
BRD-A25043798,CDC42
BRD-K00002625,
BRD-K20897876,"GAA, GBA"
BRD-K92377961,
BRD-K40269473,"CTSB, CTSL, CTSV"
BRD-K40366680,PIK3CG
BRD-K41779183,AR
BRD-K59929863,
BRD-K49048664,VCP
BRD-K58070273,GLS
BRD-K34675210,GRM2
BRD-K00003273,
BRD-K91874254,ALOX5
BRD-K16755045,MTOR
BRD-K88737571,MTOR
BRD-K00004320,MAPK8
BRD-K00003116,
BRD-K48213016,
BRD-A79726147,"RHOC, SRF"
BRD-K08893438,"RGS4, RGS8"
BRD-K26970495,RGS4
BRD-K68474505,RGS4
BRD-K16338837,CHRNA7
BRD-K06159959,
BRD-K90999434,CTNNB1
BRD-K65503129,"HSP90AA1, HSP90AB1"
BRD-K76406695,
BRD-K57136142,"AURKA, AURKB, AURKC"
BRD-K03289018,"AURKA, AURKB, AURKC"
BRD-K00005244,
BRD-K00003276,
BRD-K17751100,CHRNB2
BRD-K09619322,RARG
BRD-K28907958,RARG
BRD-A08079565,
BRD-K87932577,"CDK1, CDK5, GSK3B"
BRD-K43914553,CDK9
BRD-K02213468,GRM5
BRD-K48141473,"OPRL1, OPRM1"
BRD-K86930074,"CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB"
BRD-A61188230,
BRD-K96362839,
BRD-K20338176,
BRD-K63242551,"SLC15A1, SLC15A2, SLC22A6, SLC22A8"
BRD-K15514357,
BRD-K27130738,
BRD-K17903788,
BRD-K63835048,
BRD-K99750640,PON1
BRD-K27515606,
BRD-K15766189,MPO
BRD-K72167406,
BRD-A12077521,
BRD-K27798832,
BRD-K21372554,
BRD-K00003257,
BRD-K71059170,
BRD-K00003661,
BRD-K48470486,
BRD-K77073709,
BRD-K22641081,
BRD-K34058848,
BRD-K02292852,
BRD-K37848908,
BRD-K72339976,
BRD-K78364995,
BRD-A78723049,
BRD-K02275692,
BRD-A76661185,
BRD-K70976396,
BRD-K46970505,
BRD-K92872987,
BRD-K56542719,
BRD-A34205213,
BRD-K24871708,
BRD-K13797099,CYP3A4
BRD-K03907181,
BRD-K37252028,
BRD-K52117081,
BRD-K11124378,
BRD-K82960980,
BRD-K04301924,
BRD-K00003117,
BRD-K96734425,
BRD-K02733959,
BRD-A22303829,
BRD-K02637541,"CA12, PDPK1, PTGS2"
BRD-K00003204,
BRD-A95602221,"ADRA2A, ADRB1, ADRB2"
BRD-K00003248,
BRD-K00003181,
BRD-K00003249,
BRD-K00004588,
BRD-K31329721,
BRD-K00004619,
BRD-A28958257,
BRD-K20722021,"BRAF, RAF1"
BRD-K37237504,JAK2
BRD-K72827473,ALK
BRD-K00003396,
BRD-K90733503,
BRD-K68904758,
BRD-K00025564,
BRD-K28210218,
BRD-K49880111,
BRD-K96194081,
BRD-A90807417,
BRD-K41707108,
BRD-K22149900,"ALK, FLT3, IGF1R, INSR, TSSK1B"
BRD-K52075040,FASN
BRD-K00003320,CCKAR
BRD-K86954340,PPARA
BRD-K94863486,PNLIP
BRD-K01826520,HRH1
BRD-K47079459,
BRD-K76315403,"GNRHR, LHCGR"
BRD-K87700323,
BRD-K00004291,CHRM3
BRD-K00003570,TUBB
BRD-A47940219,RAPGEF3
BRD-K27040396,
BRD-K00003409,
BRD-K64341947,
BRD-K42859542,
BRD-K72004355,CFTR
BRD-K52396582,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K48888725,
BRD-K82028950,"ADORA1, ADORA2B, ADORA3"
BRD-A50737080,"ATM, ATR"
BRD-K79584249,MDM2
BRD-A40084411,"ADRB1, ADRB2, ADRB3"
BRD-K95851186,GABBR1
BRD-K01827291,"ADRB1, ADRB3"
BRD-K00003372,
BRD-A35623999,SLC8A1
BRD-A90272038,"GRIN2A, GRIN2B, GRIN2C, GRIN2D"
BRD-K00004626,
BRD-K13087974,EGFR
BRD-K32292990,"EGFR, PRKCB"
BRD-A74208568,"GABBR1, GABBR2, KCTD12, KCTD16, KCTD8"
BRD-K00004232,"GABBR1, GABBR2, KCTD12, KCTD16, KCTD8"
BRD-K42500029,"AURKB, LCK, MKNK1, MKNK2, SGK1"
BRD-K79090631,"CDK1, CDK2"
BRD-K34321528,NPY5R
BRD-K56239177,CDK1
BRD-K60946979,
BRD-K65786282,GABBR1
BRD-K49049886,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K68103045,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6"
BRD-K27176996,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K54093161,"GABRA1, GABRB2, GABRG2"
BRD-K24820488,
BRD-K11683436,"FGFR1, FGFR2, FGFR3"
BRD-K60302405,SLC16A1
BRD-K18135438,"HSD11B1, NR1H4"
BRD-K34508702,PSEN1
BRD-K56483981,MIF
BRD-K28537285,"HDAC10, HDAC3"
BRD-K52284881,
BRD-K02241333,CHEK1
BRD-K42973005,"GSK3A, GSK3B"
BRD-K16189898,"CDK1, GSK3A, GSK3B, MAPK1"
BRD-K00004971,
BRD-K29458283,
BRD-K93546328,
BRD-K08111712,CD55
BRD-K33742430,
BRD-K25209357,
BRD-K21452876,
BRD-A57133233,
BRD-K89409436,
BRD-K52256627,
BRD-K01653460,
BRD-K61802864,
BRD-K18030938,CHRNA1
BRD-K38704569,PGR
BRD-A20348246,GABRA1
BRD-K60443845,
BRD-K39495750,
BRD-K89056082,
BRD-K47114202,SLC37A4
BRD-K23728266,
BRD-A92960111,
BRD-K86864073,"ATP1A1, CHRNA10, GRIN3A, HTR3A, SCN10A, SLC6A3"
BRD-K83257731,HRH1
BRD-A91699651,MRGPRX1
BRD-K88682005,"CA1, CA2, CA4, SLC12A3"
BRD-K04358951,
BRD-K27062708,"ESR1, ESR2"
BRD-K17075857,OPRK1
BRD-K83335125,
BRD-K17223896,
BRD-K01826567,
BRD-A92262698,
BRD-K00003537,
BRD-A39230911,
BRD-K25494650,DHFR
BRD-K89997465,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CALM1, CHRM1, CHRM3, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, HTR7, KCNH2, ORM1, ORM2, SMPD1, TRPC5"
BRD-K97746869,"ABCC8, KCNJ10"
BRD-K59590127,
BRD-K36207157,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, HRH1, HTR2A, HTR2B, HTR2C"
BRD-K08303368,ACHE
BRD-K90374350,
BRD-K00003353,
BRD-A26384407,"CA1, CA12, CA14, CA2, CA4, CA7, SLC12A1"
BRD-K98174813,"KCNMA1, KCNN4"
BRD-K62779383,VDR
BRD-K19338361,RORA
BRD-K43164539,"ADH1C, CES1, COX4I1, COX5A, COX5B, COX6A2, COX6B1, COX6C, COX7A1, COX7B, COX7C, COX8A, ESRRG, FABP6, FECH, GPBAR1, MT-CO1, MT-CO2, MT-CO3, PLA2G1B"
BRD-K77300776,"ACHE, BCHE, CHRNA2, PCYT1A, PCYT1B, PHOSPHO1, PLD1, PLD2"
BRD-K00003587,
BRD-A19381518,GRM5
BRD-K76259716,GSG2
BRD-M02075109,
BRD-K27911943,
BRD-K01029106,
BRD-K94720315,
BRD-K22861715,"AKR1B1, CDK6, CYP19A1, CYP1B1"
BRD-K59284035,"EGFR, MTOR"
BRD-K25691735,
BRD-K22314899,AHR
BRD-K28352084,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG"
BRD-K71487808,"RARA, RARB"
BRD-K83022601,
BRD-A50016482,
BRD-K00004748,
BRD-K67680372,SLC6A1
BRD-K88544581,"ACAT1, CES1"
BRD-K01423020,
BRD-K58736316,PTGS1
BRD-A20742938,
BRD-K35245662,"NR3C1, SERPINA6"
BRD-K13044802,ATP1A1
BRD-A94965935,"PTGS1, PTGS2"
BRD-K00004311,GPR55
BRD-K92781136,PKD1
BRD-K06405316,GPR35
BRD-A08840375,MAPK3
BRD-K96153583,
BRD-A93000692,PPARG
BRD-K85518562,DPEP1
BRD-K96177243,ACE
BRD-K57252450,"ITGAV, ITGB3"
BRD-K00004281,CACNA1B
BRD-K00004595,
BRD-K00003550,"PDE4A, PDE4B, PDE4D"
BRD-K28578425,"PDE3A, PDE3B"
BRD-K67017579,"PDE3A, PDE3B"
BRD-K00004667,
BRD-A75514485,TRPM3
BRD-A65440446,"ADRB1, ADRB2, ADRB3"
BRD-K34157611,"HRH2, SLC29A4, SLC47A1, SLC47A2"
BRD-A99899486,CHRM1
BRD-K73838513,CASR
BRD-K73440166,"GUCY1A3, GUCY1B3"
BRD-K53720352,CYSLTR1
BRD-K40901640,HTR2A
BRD-K99121711,"CALM1, SCN10A, SCN5A"
BRD-K39079086,
BRD-K36551084,CYP2D6
BRD-K72915123,
BRD-K00531707,
BRD-K46839850,
BRD-K25154476,
BRD-K26875402,TRPA1
BRD-K07220430,
BRD-K00003354,
BRD-K08699567,
BRD-K14704277,
BRD-K17828029,
BRD-K24570280,"NR1H4, NR1I3, PPARG"
BRD-K66241279,
BRD-K00003458,
BRD-K24507548,
BRD-K00004625,
BRD-K27811785,
BRD-K95362002,"ADAM17, MMP1, MMP13, MMP2, MMP3, MMP8, MMP9"
BRD-A49358627,PPARA
BRD-K04804440,TOP2A
